payment_id,invoice_id,booking_id,customer_id,payment_date,amount_pkr,payment_type,payment_method,reference_no,notes
PAY0000260,INV000180,BK000187,CU01156,2025-09-27,368474.0,Full,Cash,REF00000260,
PAY0000261,INV000181,BK000188,CU01297,2024-01-10,6630.0,Full,JazzCash,REF00000261,
PAY0000262,INV000182,BK000189,CU01673,2026-02-27,25338.0,Full,Cash,REF00000262,
PAY0000263,INV000183,BK000190,CU00149,2025-10-24,14076.0,Full,Bank Transfer,REF00000263,
PAY0000264,INV000184,BK000191,CU01502,2025-01-07,1852.0,Full,Bank Transfer,REF00000264,
PAY0000265,INV000185,BK000192,CU01542,2026-06-05,47934.0,Advance,JazzCash,REF00000265,Advance 20%
PAY0000266,INV000185,BK000192,CU01542,2026-06-12,191738.0,Final,JazzCash,REF00000266,Final settlement
PAY0000267,INV000186,BK000193,CU01340,2026-02-12,144990.0,Advance,Cash,REF00000267,Advance 20%
PAY0000268,INV000186,BK000193,CU01340,2026-02-19,579962.0,Final,Cash,REF00000268,Final settlement
PAY0000269,INV000187,BK000194,CU00123,2022-10-22,1084.0,Advance,Cash,REF00000269,Advance 20%
PAY0000270,INV000187,BK000194,CU00123,2022-10-29,2899.0,Final,Cash,REF00000270,Final settlement
PAY0000271,INV000188,BK000195,CU01957,2026-06-06,17873.0,Advance,JazzCash,REF00000271,Advance 50%
PAY0000272,INV000188,BK000195,CU01957,2026-06-13,17873.0,Final,JazzCash,REF00000272,Final settlement
PAY0000273,INV000189,BK000196,CU00233,2022-12-19,9841.0,Full,EasyPaisa,REF00000273,
PAY0000274,INV000190,BK000197,CU01514,2023-09-17,490228.0,Full,Cash,REF00000274,
PAY0000275,INV000191,BK000198,CU00598,2022-04-12,11181.0,Advance,Cash,REF00000275,Advance 20%
PAY0000276,INV000191,BK000198,CU00598,2022-04-19,16329.0,Final,Cash,REF00000276,Final settlement
PAY0000277,INV000192,BK000199,CU01791,2024-06-22,126432.0,Advance,Cash,REF00000277,Advance 50%
PAY0000278,INV000192,BK000199,CU01791,2024-06-29,126433.0,Final,Cash,REF00000278,Final settlement
PAY0000279,INV000193,BK000200,CU00862,2024-04-19,61673.0,Full,EasyPaisa,REF00000279,
PAY0000280,INV000194,BK000201,CU01835,2024-06-04,92786.0,Full,Cash,REF00000280,
PAY0000281,INV000195,BK000202,CU00176,2023-03-12,2857.0,Advance,Cash,REF00000281,Advance 20%
PAY0000282,INV000195,BK000202,CU00176,2023-03-19,11427.0,Final,Cash,REF00000282,Final settlement
PAY0000283,INV000196,BK000203,CU01135,2026-05-26,361657.0,Full,Cash,REF00000283,
PAY0000284,INV000197,BK000204,CU01331,2024-08-12,6538.0,Full,Bank Transfer,REF00000284,
PAY0000285,INV000198,BK000205,CU00131,2023-03-12,21120.0,Advance,JazzCash,REF00000285,Advance 20%
PAY0000286,INV000198,BK000205,CU00131,2023-03-19,84480.0,Final,JazzCash,REF00000286,Final settlement
PAY0000287,INV000199,BK000206,CU00469,2025-04-12,10175.0,Full,EasyPaisa,REF00000287,
PAY0000288,INV000200,BK000207,CU01416,2024-12-20,13850.0,Advance,JazzCash,REF00000288,Advance 50%
PAY0000289,INV000200,BK000207,CU01416,2024-12-27,13851.0,Final,JazzCash,REF00000289,Final settlement
PAY0000290,INV000201,BK000208,CU01299,2022-09-07,56337.0,Full,EasyPaisa,REF00000290,
PAY0000291,INV000202,BK000209,CU00735,2022-01-19,50012.0,Full,Cash,REF00000291,
PAY0000292,INV000203,BK000210,CU01051,2024-08-09,109209.0,Advance,EasyPaisa,REF00000292,Advance 50%
PAY0000293,INV000203,BK000210,CU01051,2024-08-16,109209.0,Final,EasyPaisa,REF00000293,Final settlement
PAY0000294,INV000204,BK000211,CU01414,2023-03-08,4647.0,Advance,Cash,REF00000294,Advance 20%
PAY0000295,INV000204,BK000211,CU01414,2023-03-15,18590.0,Final,Cash,REF00000295,Final settlement
PAY0000296,INV000205,BK000212,CU01769,2024-01-21,9766.0,Advance,Cash,REF00000296,Advance 20%
PAY0000297,INV000205,BK000212,CU01769,2024-01-28,39065.0,Final,Cash,REF00000297,Final settlement
PAY0000298,INV000206,BK000213,CU01343,2022-12-06,7558.0,Full,Cash,REF00000298,
PAY0000299,INV000207,BK000214,CU01762,2023-09-09,2586.0,Advance,Cash,REF00000299,Advance 20%
PAY0000300,INV000207,BK000214,CU01762,2023-09-16,10343.0,Final,Cash,REF00000300,Final settlement
PAY0000301,INV000208,BK000215,CU01307,2024-11-12,10663.0,Advance,JazzCash,REF00000301,Advance 20%
PAY0000302,INV000208,BK000215,CU01307,2024-11-19,42650.0,Final,JazzCash,REF00000302,Final settlement
PAY0000303,INV000209,BK000216,CU00476,2026-06-07,50453.0,Full,Bank Transfer,REF00000303,
PAY0000304,INV000210,BK000217,CU01973,2023-10-05,50998.0,Full,EasyPaisa,REF00000304,
PAY0000305,INV000211,BK000218,CU01103,2026-01-17,21141.0,Advance,JazzCash,REF00000305,Advance 20%
PAY0000306,INV000211,BK000218,CU01103,2026-01-24,84564.0,Final,JazzCash,REF00000306,Final settlement
PAY0000307,INV000212,BK000219,CU01998,2022-11-20,24065.0,Full,Cash,REF00000307,
PAY0000308,INV000213,BK000220,CU00603,2024-05-25,30177.0,Advance,Bank Transfer,REF00000308,Advance 50%
PAY0000309,INV000213,BK000220,CU00603,2024-06-01,30177.0,Final,Bank Transfer,REF00000309,Final settlement
PAY0000310,INV000214,BK000221,CU01637,2025-05-26,4884.0,Full,JazzCash,REF00000310,
PAY0000311,INV000215,BK000222,CU00028,2026-01-27,5774.0,Advance,Bank Transfer,REF00000311,Advance 50%
PAY0000312,INV000215,BK000222,CU00028,2026-02-03,5775.0,Final,Bank Transfer,REF00000312,Final settlement
PAY0000313,INV000216,BK000223,CU00047,2025-10-12,8596.0,Advance,Cash,REF00000313,Advance 50%
PAY0000314,INV000216,BK000223,CU00047,2025-10-19,8595.0,Final,Cash,REF00000314,Final settlement
PAY0000315,INV000217,BK000224,CU00321,2025-10-12,117505.0,Advance,Cash,REF00000315,Advance 50%
PAY0000316,INV000217,BK000224,CU00321,2025-10-19,117505.0,Final,Cash,REF00000316,Final settlement
PAY0000317,INV000218,BK000225,CU01754,2024-04-04,5438.0,Full,Cash,REF00000317,
PAY0000318,INV000219,BK000226,CU01875,2023-11-01,39314.0,Advance,Cash,REF00000318,Advance 20%
PAY0000319,INV000219,BK000226,CU01875,2023-11-08,157254.0,Final,Cash,REF00000319,Final settlement
PAY0000320,INV000220,BK000227,CU00562,2025-06-17,53777.0,Full,Cash,REF00000320,
PAY0000321,INV000221,BK000228,CU00923,2024-01-30,8809.0,Partial,EasyPaisa,REF00000321,
PAY0000322,INV000222,BK000229,CU01454,2023-05-16,16051.0,Full,Cash,REF00000322,
PAY0000323,INV000223,BK000230,CU01425,2023-11-26,13234.0,Partial,JazzCash,REF00000323,
PAY0000324,INV000224,BK000231,CU01229,2023-10-30,37615.0,Full,JazzCash,REF00000324,
PAY0000325,INV000225,BK000232,CU01156,2025-05-18,6590.0,Advance,Cash,REF00000325,Advance 20%
PAY0000326,INV000225,BK000232,CU01156,2025-05-25,26360.0,Final,Cash,REF00000326,Final settlement
PAY0000327,INV000226,BK000233,CU00631,2026-02-08,2029.0,Advance,JazzCash,REF00000327,Advance 20%
PAY0000328,INV000226,BK000233,CU00631,2026-02-15,8118.0,Final,JazzCash,REF00000328,Final settlement
PAY0000329,INV000227,BK000234,CU01256,2026-03-07,46924.0,Full,JazzCash,REF00000329,
PAY0000330,INV000228,BK000235,CU00387,2026-01-10,3408.0,Advance,Bank Transfer,REF00000330,Advance 20%
PAY0000331,INV000228,BK000235,CU00387,2026-01-17,13632.0,Final,Bank Transfer,REF00000331,Final settlement
PAY0000332,INV000229,BK000236,CU01506,2026-03-15,17504.0,Advance,Cash,REF00000332,Advance 50%
PAY0000333,INV000229,BK000236,CU01506,2026-03-22,12951.0,Final,Cash,REF00000333,Final settlement
PAY0000334,INV000230,BK000237,CU00778,2025-03-19,403533.0,Full,EasyPaisa,REF00000334,
PAY0000335,INV000231,BK000238,CU01891,2024-02-11,119870.0,Full,Cash,REF00000335,
PAY0000336,INV000232,BK000239,CU00986,2022-01-24,19929.0,Full,Card (POS),REF00000336,
PAY0000337,INV000233,BK000240,CU00852,2026-05-29,7236.0,Advance,Cash,REF00000337,Advance 20%
PAY0000338,INV000233,BK000240,CU00852,2026-06-05,6925.0,Final,Cash,REF00000338,Final settlement
PAY0000339,INV000234,BK000241,CU01457,2024-02-08,6068.0,Full,Cash,REF00000339,
PAY0000340,INV000235,BK000242,CU01767,2025-05-05,11736.0,Full,Cash,REF00000340,
PAY0000341,INV000236,BK000243,CU01796,2025-03-12,6677.0,Full,Card (POS),REF00000341,
PAY0000342,INV000237,BK000244,CU00044,2025-07-07,21049.0,Advance,Bank Transfer,REF00000342,Advance 20%
PAY0000343,INV000237,BK000244,CU00044,2025-07-14,19372.0,Final,Bank Transfer,REF00000343,Final settlement
PAY0000344,INV000238,BK000245,CU01791,2026-04-03,49322.0,Full,Cash,REF00000344,
PAY0000345,INV000239,BK000246,CU00713,2025-04-26,5842.0,Advance,JazzCash,REF00000345,Advance 50%
PAY0000346,INV000239,BK000246,CU00713,2025-05-03,5841.0,Final,JazzCash,REF00000346,Final settlement
PAY0000347,INV000240,BK000247,CU00866,2026-03-09,513120.0,Full,Cash,REF00000347,
PAY0000348,INV000241,BK000248,CU00144,2022-03-25,69247.0,Partial,Cash,REF00000348,
PAY0000349,INV000242,BK000249,CU01052,2025-07-28,3042.0,Advance,Cash,REF00000349,Advance 50%
PAY0000350,INV000242,BK000249,CU01052,2025-08-04,3042.0,Final,Cash,REF00000350,Final settlement
PAY0000351,INV000243,BK000250,CU01674,2025-01-24,105850.0,Partial,JazzCash,REF00000351,
PAY0000352,INV000244,BK000251,CU00764,2026-06-29,53258.0,Full,Bank Transfer,REF00000352,
PAY0000353,INV000245,BK000252,CU00243,2023-05-01,106799.0,Advance,Cash,REF00000353,Advance 50%
PAY0000354,INV000245,BK000252,CU00243,2023-05-08,106799.0,Final,Cash,REF00000354,Final settlement
PAY0000355,INV000246,BK000253,CU00336,2024-01-06,20968.0,Advance,Bank Transfer,REF00000355,Advance 50%
PAY0000356,INV000246,BK000253,CU00336,2024-01-13,20968.0,Final,Bank Transfer,REF00000356,Final settlement
PAY0000357,INV000247,BK000254,CU00593,2026-06-24,20167.0,Full,JazzCash,REF00000357,
PAY0000358,INV000248,BK000255,CU00416,2025-08-20,8504.0,Advance,Card (POS),REF00000358,Advance 20%
PAY0000359,INV000248,BK000255,CU00416,2025-08-27,34017.0,Final,Card (POS),REF00000359,Final settlement
PAY0000360,INV000249,BK000256,CU00883,2024-02-21,297011.0,Full,EasyPaisa,REF00000360,
PAY0000361,INV000250,BK000257,CU00012,2025-08-02,19857.0,Full,JazzCash,REF00000361,
PAY0000362,INV000251,BK000259,CU01344,2022-06-18,2742.0,Advance,EasyPaisa,REF00000362,Advance 50%
PAY0000363,INV000251,BK000259,CU01344,2022-06-25,2741.0,Final,EasyPaisa,REF00000363,Final settlement
PAY0000364,INV000252,BK000260,CU01032,2025-11-24,44503.0,Full,JazzCash,REF00000364,
PAY0000365,INV000253,BK000261,CU00444,2024-06-21,67315.0,Full,Bank Transfer,REF00000365,
PAY0000366,INV000254,BK000262,CU00245,2022-07-09,2694.0,Advance,JazzCash,REF00000366,Advance 20%
PAY0000367,INV000254,BK000262,CU00245,2022-07-16,2503.0,Final,JazzCash,REF00000367,Final settlement
PAY0000368,INV000255,BK000263,CU00066,2026-02-16,5956.0,Partial,Bank Transfer,REF00000368,
PAY0000369,INV000256,BK000264,CU01469,2022-08-15,20366.0,Advance,Cash,REF00000369,Advance 50%
PAY0000370,INV000256,BK000264,CU01469,2022-08-22,20367.0,Final,Cash,REF00000370,Final settlement
PAY0000371,INV000257,BK000265,CU01327,2022-07-23,19048.0,Full,Cash,REF00000371,
PAY0000372,INV000258,BK000266,CU00633,2022-07-01,6937.0,Full,Bank Transfer,REF00000372,
PAY0000373,INV000259,BK000267,CU01127,2023-11-28,5352.0,Advance,Bank Transfer,REF00000373,Advance 20%
PAY0000374,INV000259,BK000267,CU01127,2023-12-05,21409.0,Final,Bank Transfer,REF00000374,Final settlement
PAY0000375,INV000260,BK000268,CU00834,2022-01-29,6414.0,Advance,Cash,REF00000375,Advance 50%
PAY0000376,INV000260,BK000268,CU00834,2022-02-05,6414.0,Final,Cash,REF00000376,Final settlement
PAY0000377,INV000261,BK000269,CU01797,2025-07-23,45171.0,Full,Card (POS),REF00000377,
PAY0000378,INV000262,BK000270,CU01215,2025-12-23,55684.0,Partial,EasyPaisa,REF00000378,
PAY0000379,INV000263,BK000271,CU01778,2025-04-17,29034.0,Full,Cash,REF00000379,
PAY0000380,INV000264,BK000272,CU00777,2026-05-17,42022.0,Advance,Cash,REF00000380,Advance 50%
PAY0000381,INV000264,BK000272,CU00777,2026-05-24,42021.0,Final,Cash,REF00000381,Final settlement
PAY0000382,INV000265,BK000273,CU00718,2024-08-28,323510.0,Advance,Bank Transfer,REF00000382,Advance 50%
PAY0000383,INV000265,BK000273,CU00718,2024-09-04,323511.0,Final,Bank Transfer,REF00000383,Final settlement
PAY0000384,INV000266,BK000274,CU01521,2023-08-16,152096.0,Full,Cash,REF00000384,
PAY0000385,INV000267,BK000275,CU00789,2022-06-17,1610542.0,Advance,Card (POS),REF00000385,Advance 50%
PAY0000386,INV000267,BK000275,CU00789,2022-06-24,1610543.0,Final,Card (POS),REF00000386,Final settlement
PAY0000387,INV000268,BK000276,CU01521,2022-06-26,1890.0,Partial,Cash,REF00000387,
PAY0000388,INV000269,BK000277,CU00037,2026-03-18,49321.0,Full,EasyPaisa,REF00000388,
PAY0000389,INV000270,BK000278,CU01263,2026-02-06,48183.0,Advance,JazzCash,REF00000389,Advance 20%
PAY0000390,INV000270,BK000278,CU01263,2026-02-13,192730.0,Final,JazzCash,REF00000390,Final settlement
PAY0000391,INV000271,BK000279,CU01866,2023-08-24,14084.0,Advance,Cash,REF00000391,Advance 50%
PAY0000392,INV000271,BK000279,CU01866,2023-08-31,14083.0,Final,Cash,REF00000392,Final settlement
PAY0000393,INV000272,BK000280,CU01556,2022-04-21,36249.0,Full,Cash,REF00000393,
PAY0000394,INV000273,BK000281,CU00928,2026-02-12,6970.0,Advance,Cash,REF00000394,Advance 50%
PAY0000395,INV000273,BK000281,CU00928,2026-02-19,6971.0,Final,Cash,REF00000395,Final settlement
PAY0000396,INV000274,BK000282,CU00623,2024-04-02,32380.0,Full,JazzCash,REF00000396,
PAY0000397,INV000275,BK000283,CU00994,2023-03-02,156559.0,Full,Cash,REF00000397,
PAY0000398,INV000276,BK000284,CU01453,2022-11-15,6292.0,Advance,Cash,REF00000398,Advance 20%
PAY0000399,INV000276,BK000284,CU01453,2022-11-22,25170.0,Final,Cash,REF00000399,Final settlement
PAY0000400,INV000277,BK000285,CU00962,2025-06-02,4603.0,Advance,JazzCash,REF00000400,Advance 20%
PAY0000401,INV000277,BK000285,CU00962,2025-06-09,18411.0,Final,JazzCash,REF00000401,Final settlement
PAY0000402,INV000278,BK000286,CU00033,2022-01-24,213243.0,Full,EasyPaisa,REF00000402,
PAY0000403,INV000279,BK000287,CU01104,2023-08-24,7556.0,Advance,JazzCash,REF00000403,Advance 50%
PAY0000404,INV000279,BK000287,CU01104,2023-08-31,7555.0,Final,JazzCash,REF00000404,Final settlement
PAY0000405,INV000280,BK000288,CU01398,2024-01-15,11671.0,Full,EasyPaisa,REF00000405,
PAY0000406,INV000281,BK000289,CU01729,2022-08-21,54298.0,Advance,Bank Transfer,REF00000406,Advance 20%
PAY0000407,INV000281,BK000289,CU01729,2022-08-28,58775.0,Final,Bank Transfer,REF00000407,Final settlement
PAY0000408,INV000282,BK000290,CU00584,2022-03-09,10173.0,Full,EasyPaisa,REF00000408,
PAY0000409,INV000283,BK000291,CU00710,2024-05-22,7754.0,Advance,EasyPaisa,REF00000409,Advance 50%
PAY0000410,INV000283,BK000291,CU00710,2024-05-29,7755.0,Final,EasyPaisa,REF00000410,Final settlement
PAY0000411,INV000284,BK000292,CU00541,2026-03-30,14319.0,Advance,Cash,REF00000411,Advance 50%
PAY0000412,INV000284,BK000292,CU00541,2026-04-06,14319.0,Final,Cash,REF00000412,Final settlement
PAY0000413,INV000285,BK000293,CU00989,2023-03-06,12327.0,Advance,Bank Transfer,REF00000413,Advance 50%
PAY0000414,INV000285,BK000293,CU00989,2023-03-13,12327.0,Final,Bank Transfer,REF00000414,Final settlement
PAY0000415,INV000286,BK000294,CU00086,2024-11-26,1560.0,Advance,Cash,REF00000415,Advance 20%
PAY0000416,INV000286,BK000294,CU00086,2024-12-03,6240.0,Final,Cash,REF00000416,Final settlement
PAY0000417,INV000287,BK000295,CU00416,2023-06-13,7741.0,Advance,Cash,REF00000417,Advance 50%
PAY0000418,INV000287,BK000295,CU00416,2023-06-20,7741.0,Final,Cash,REF00000418,Final settlement
PAY0000419,INV000288,BK000296,CU01652,2024-06-24,25772.0,Advance,JazzCash,REF00000419,Advance 50%
PAY0000420,INV000288,BK000296,CU01652,2024-07-01,25771.0,Final,JazzCash,REF00000420,Final settlement
PAY0000421,INV000289,BK000297,CU00917,2024-10-24,23595.0,Full,Cash,REF00000421,
PAY0000422,INV000290,BK000298,CU01388,2023-05-09,10362.0,Advance,Cash,REF00000422,Advance 20%
PAY0000423,INV000290,BK000298,CU01388,2023-05-16,41447.0,Final,Cash,REF00000423,Final settlement
PAY0000424,INV000291,BK000299,CU01601,2023-10-10,88652.0,Full,JazzCash,REF00000424,
PAY0000425,INV000292,BK000300,CU01138,2026-05-20,37334.0,Advance,Cash,REF00000425,Advance 20%
PAY0000426,INV000292,BK000300,CU01138,2026-05-27,3147.0,Final,Cash,REF00000426,Final settlement
PAY0000427,INV000293,BK000301,CU01012,2023-03-04,12385.0,Partial,JazzCash,REF00000427,
PAY0000428,INV000294,BK000302,CU00154,2023-08-25,3387.0,Advance,JazzCash,REF00000428,Advance 50%
PAY0000429,INV000294,BK000302,CU00154,2023-09-01,1223.0,Final,JazzCash,REF00000429,Final settlement
PAY0000430,INV000295,BK000303,CU00321,2022-08-29,7517.0,Full,JazzCash,REF00000430,
PAY0000431,INV000296,BK000304,CU01996,2023-11-10,21192.0,Full,Bank Transfer,REF00000431,
PAY0000432,INV000297,BK000305,CU00860,2023-12-11,5822.0,Advance,EasyPaisa,REF00000432,Advance 20%
PAY0000433,INV000297,BK000305,CU00860,2023-12-18,23286.0,Final,EasyPaisa,REF00000433,Final settlement
PAY0000434,INV000298,BK000306,CU00589,2024-08-28,110006.0,Full,EasyPaisa,REF00000434,
PAY0000435,INV000299,BK000307,CU01569,2026-05-19,15653.0,Full,Cash,REF00000435,
PAY0000436,INV000300,BK000308,CU01380,2022-01-10,10249.0,Advance,Bank Transfer,REF00000436,Advance 50%
PAY0000437,INV000301,BK000309,CU01995,2022-12-06,58880.0,Advance,EasyPaisa,REF00000437,Advance 50%
PAY0000438,INV000301,BK000309,CU01995,2022-12-13,58879.0,Final,EasyPaisa,REF00000438,Final settlement
PAY0000439,INV000302,BK000310,CU00877,2024-06-15,5056.0,Full,Bank Transfer,REF00000439,
PAY0000440,INV000303,BK000311,CU00419,2025-12-22,31916.0,Full,Cash,REF00000440,
PAY0000441,INV000304,BK000312,CU01567,2022-06-20,7170.0,Advance,Cash,REF00000441,Advance 50%
PAY0000442,INV000304,BK000312,CU01567,2022-06-27,7170.0,Final,Cash,REF00000442,Final settlement
PAY0000443,INV000305,BK000313,CU01002,2023-03-27,21748.0,Advance,Cash,REF00000443,Advance 50%
PAY0000444,INV000305,BK000313,CU01002,2023-04-03,21748.0,Final,Cash,REF00000444,Final settlement
PAY0000445,INV000306,BK000314,CU00036,2025-08-29,54354.0,Full,Bank Transfer,REF00000445,
PAY0000446,INV000307,BK000315,CU00651,2026-04-28,70692.0,Full,Cash,REF00000446,
PAY0000447,INV000308,BK000316,CU01424,2025-03-14,41874.0,Advance,EasyPaisa,REF00000447,Advance 50%
PAY0000448,INV000308,BK000316,CU01424,2025-03-21,41873.0,Final,EasyPaisa,REF00000448,Final settlement
PAY0000449,INV000309,BK000317,CU00945,2025-05-25,15812.0,Full,JazzCash,REF00000449,
PAY0000450,INV000310,BK000318,CU00039,2022-01-25,11500.0,Full,Cash,REF00000450,
PAY0000451,INV000311,BK000319,CU01602,2026-01-26,22255.0,Full,Cash,REF00000451,
PAY0000452,INV000312,BK000320,CU00568,2026-06-02,6948.0,Advance,Cash,REF00000452,Advance 50%
PAY0000453,INV000312,BK000320,CU00568,2026-06-09,6949.0,Final,Cash,REF00000453,Final settlement
PAY0000454,INV000313,BK000321,CU01910,2026-01-13,36212.0,Full,Cash,REF00000454,
PAY0000455,INV000314,BK000322,CU01043,2023-06-18,14462.0,Full,Bank Transfer,REF00000455,
PAY0000456,INV000315,BK000323,CU01216,2023-10-26,69103.0,Full,Bank Transfer,REF00000456,
PAY0000457,INV000316,BK000324,CU00107,2022-07-29,18960.0,Full,Cash,REF00000457,
PAY0000458,INV000317,BK000325,CU00413,2022-11-11,6624.0,Advance,Card (POS),REF00000458,Advance 20%
PAY0000459,INV000317,BK000325,CU00413,2022-11-18,26494.0,Final,Card (POS),REF00000459,Final settlement
PAY0000460,INV000318,BK000326,CU01996,2022-06-22,77989.0,Full,JazzCash,REF00000460,
PAY0000461,INV000319,BK000327,CU01249,2026-03-12,50425.0,Full,Cash,REF00000461,
PAY0000462,INV000320,BK000328,CU00374,2023-11-08,4204.0,Advance,EasyPaisa,REF00000462,Advance 50%
PAY0000463,INV000320,BK000328,CU00374,2023-11-15,4204.0,Final,EasyPaisa,REF00000463,Final settlement
PAY0000464,INV000321,BK000329,CU00185,2022-08-10,58974.0,Full,Cash,REF00000464,
PAY0000465,INV000322,BK000330,CU01138,2022-11-13,16926.0,Full,Bank Transfer,REF00000465,
PAY0000466,INV000323,BK000331,CU00903,2022-05-16,5579.0,Advance,JazzCash,REF00000466,Advance 50%
PAY0000467,INV000323,BK000331,CU00903,2022-05-23,5579.0,Final,JazzCash,REF00000467,Final settlement
PAY0000468,INV000324,BK000332,CU01206,2023-01-08,3058.0,Advance,Bank Transfer,REF00000468,Advance 50%
PAY0000469,INV000324,BK000332,CU01206,2023-01-15,3057.0,Final,Bank Transfer,REF00000469,Final settlement
PAY0000470,INV000325,BK000333,CU00800,2023-08-16,2868.0,Advance,EasyPaisa,REF00000470,Advance 20%
PAY0000471,INV000325,BK000333,CU00800,2023-08-23,11471.0,Final,EasyPaisa,REF00000471,Final settlement
PAY0000472,INV000326,BK000334,CU01461,2024-08-11,97508.0,Full,Cash,REF00000472,
PAY0000473,INV000327,BK000335,CU01998,2026-04-06,10981.0,Advance,Bank Transfer,REF00000473,Advance 20%
PAY0000474,INV000327,BK000335,CU01998,2026-04-13,43925.0,Final,Bank Transfer,REF00000474,Final settlement
PAY0000475,INV000328,BK000336,CU01657,2026-04-18,91542.0,Full,JazzCash,REF00000475,
PAY0000476,INV000329,BK000337,CU01955,2026-04-24,53709.0,Full,JazzCash,REF00000476,
PAY0000477,INV000330,BK000338,CU01149,2025-04-11,14999.0,Advance,EasyPaisa,REF00000477,Advance 20%
PAY0000478,INV000330,BK000338,CU01149,2025-04-18,59994.0,Final,EasyPaisa,REF00000478,Final settlement
